rollrate,pitchrate,yawrate,ax,ay,az,beta,yawrate_noise,ax_noise,ay_noise,vx,vy,vz,betarate,pitch,roll,yaw
-0.010969,-0.0001575,0.12908,0.91894,2.0623,0.021309,0.00087468,0.22721,1.0171,2.1605,16.42,0.018091,0.042852,-0.0033293,0.0028857,0.010089,-3.5553
-0.01094,-0.00018165,0.12753,0.91858,2.0431,0.020933,0.00084311,-0.31874,0.47231,1.5969,16.43,0.017538,0.043063,-0.0030001,0.0028711,0.0099828,-3.554
-0.01084,-0.00020066,0.12599,0.91819,2.0244,0.020489,0.00081487,0.04982,0.84202,1.9482,16.439,0.017038,0.043271,-0.0026644,0.0028566,0.0098775,-3.5528
-0.010675,-0.00021349,0.12449,0.91778,2.0061,0.019969,0.00078995,0.98403,1.7773,2.8656,16.448,0.016591,0.043473,-0.0023395,0.0028422,0.0097734,-3.5515
-0.010456,-0.00021965,0.12302,0.91737,1.9879,0.019351,0.00076815,-0.33542,0.45892,1.5294,16.457,0.016195,0.043669,-0.0020395,0.002828,0.0096712,-3.5503
-0.010192,-0.00021902,0.12159,0.91694,1.9697,0.018636,0.00074917,0.83637,1.6317,2.6844,16.466,0.015844,0.043859,-0.0017757,0.0028141,0.0095714,-3.5491
-0.0098979,-0.00021162,0.12019,0.91652,1.9513,0.017833,0.00073261,-0.13088,0.66545,1.7003,16.476,0.015532,0.044042,-0.0015562,0.0028004,0.0094743,-3.5478
-0.0095872,-0.00019755,0.11883,0.91611,1.9328,0.016955,0.00071798,0.89785,1.6951,2.7118,16.485,0.015253,0.044216,-0.0013866,0.0027871,0.0093802,-3.5466
-0.0092742,-0.00017692,0.1175,0.91572,1.9139,0.016013,0.00070477,0.60275,1.401,2.3992,16.494,0.014998,0.044381,-0.0012705,0.0027742,0.0092892,-3.5455
-0.0089727,-0.00014986,0.1162,0.91534,1.8946,0.015022,0.00069243,0.12228,0.92142,1.9007,16.503,0.014757,0.044536,-0.0012092,0.0027617,0.0092012,-3.5443
-0.0086956,-0.0001165,0.11492,0.91498,1.8748,0.013992,0.00068042,0.49234,1.2924,2.2522,16.512,0.014523,0.044681,-0.0012033,0.0027498,0.0091161,-3.5431
-0.0084545,-7.70E-05,0.11366,0.91465,1.8544,0.012936,0.00066818,0.24715,1.0481,1.9879,16.521,0.014287,0.044815,-0.0012512,0.0027385,0.0090335,-3.542
-0.0082599,-3.14E-05,0.11242,0.91435,1.8333,0.01186,0.00065518,-0.074943,0.72698,1.6459,16.531,0.014039,0.044939,-0.0013513,0.0027278,0.0089531,-3.5409
-0.0081202,1.99E-05,0.11118,0.91407,1.8114,0.010759,0.00064093,-0.0051712,0.79772,1.6951,16.54,0.013772,0.045052,-0.0015006,0.0027177,0.0088743,-3.5398
-0.0080428,7.65E-05,0.10993,0.91383,1.7887,0.0096105,0.00062493,-0.39077,0.41313,1.288,16.549,0.013477,0.045154,-0.0016965,0.0027084,0.0087965,-3.5386
-0.0080332,0.00013758,0.10868,0.91363,1.7651,0.0083956,0.00060674,0.37011,1.1751,2.0265,16.558,0.013147,0.045244,-0.0019352,0.0026999,0.0087192,-3.5376
-0.0080956,0.00020207,0.1074,0.91346,1.7404,0.0071032,0.00058596,0.20958,1.0156,1.8426,16.567,0.012775,0.045322,-0.0022128,0.0026922,0.0086415,-3.5365
-0.0082324,0.00026882,0.1061,0.91332,1.7147,0.0057354,0.00056222,1.012,1.8192,2.6205,16.576,0.012354,0.045386,-0.0025249,0.0026854,0.0085628,-3.5354
-0.0084452,0.00033669,0.10476,0.91323,1.6877,0.0042999,0.0005352,0.30746,1.1159,1.8905,16.585,0.01188,0.045436,-0.0028672,0.0026795,0.0084823,-3.5344
-0.008734,0.0004046,0.10337,0.91317,1.6596,0.0028095,0.00050462,0.020246,0.83004,1.5765,16.595,0.011347,0.045472,-0.003235,0.0026744,0.0083992,-3.5333
-0.0090979,0.00047163,0.10193,0.91315,1.6301,0.0012801,0.00047024,-0.28621,0.52501,1.242,16.604,0.010751,0.045492,-0.0036237,0.0026702,0.0083129,-3.5323
-0.0095351,0.00053703,0.10042,0.91316,1.5992,-0.00027411,0.00043189,0.29286,1.1056,1.7917,16.613,0.010088,0.045497,-0.0040289,0.0026669,0.0082225,-3.5313
-0.010043,0.00060027,0.098847,0.91321,1.5669,-0.0018362,0.00038942,0.1897,1.0041,1.6577,16.622,0.0093566,0.045487,-0.0044457,0.0026644,0.0081273,-3.5303
-0.010618,0.00066101,0.097188,0.91329,1.533,-0.0033957,0.00034274,0.80338,1.6195,2.2392,16.631,0.0085536,0.045461,-0.0048757,0.0026628,0.0080267,-3.5293
-0.011247,0.00071925,0.095442,0.91337,1.498,-0.0049619,0.00029172,0.12782,0.94574,1.5304,16.64,0.0076796,0.045419,-0.0052882,0.002662,0.0079199,-3.5283
-0.011902,0.00077546,0.093611,0.91339,1.4637,-0.006502,0.00023733,-0.12881,0.69097,1.2413,16.649,0.0067466,0.045362,-0.0055505,0.0026621,0.0078067,-3.5274
-0.012551,0.00083007,0.091704,0.91334,1.4309,-0.008009,0.00018116,-0.077595,0.74404,1.2616,16.659,0.0057805,0.045289,-0.005651,0.0026629,0.0076869,-3.5265
-0.013163,0.00088369,0.089735,0.91324,1.3996,-0.0094925,0.00012484,-0.17957,0.64393,1.1303,16.668,0.0048083,0.045202,-0.0055887,0.0026646,0.0075607,-3.5256
-0.013708,0.00093697,0.087719,0.91308,1.3697,-0.010951,6.99E-05,0.15921,0.98457,1.4412,16.677,0.0038547,0.045099,-0.0053914,0.002667,0.0074286,-3.5247
-0.014165,0.00099049,0.08567,0.91289,1.341,-0.012396,1.75E-05,1.0279,1.8551,2.2832,16.686,0.0029391,0.044983,-0.0050861,0.0026703,0.0072915,-3.5238
-0.014518,0.0010448,0.083601,0.91266,1.3133,-0.013834,-3.14E-05,0.31777,1.1468,1.5475,16.695,0.002078,0.044852,-0.0046952,0.0026743,0.0071503,-3.523
-0.014759,0.0011004,0.081526,0.91241,1.2865,-0.015261,-7.60E-05,-0.22168,0.6092,0.98326,16.704,0.0012831,0.044706,-0.00425,0.0026792,0.007006,-3.5221
-0.014889,0.0011575,0.079455,0.91213,1.2601,-0.016682,-0.00011604,0.13961,0.97228,1.3202,16.713,0.00056134,0.044546,-0.0037796,0.0026849,0.0068598,-3.5213
-0.014912,0.0012162,0.077397,0.91184,1.234,-0.018098,-0.00015136,0.36546,1.1999,1.522,16.722,-8.47E-05,0.044373,-0.0033085,0.0026915,0.0067128,-3.5205
-0.01484,0.0012766,0.07536,0.91154,1.2079,-0.01951,-0.00018204,0.25992,1.0961,1.3925,16.732,-0.00065602,0.044185,-0.0028559,0.0026989,0.0065661,-3.5198
-0.014687,0.0013386,0.073348,0.91124,1.1817,-0.020916,-0.00020838,0.2454,1.0833,1.3537,16.741,-0.0011566,0.043983,-0.0024381,0.0027071,0.0064204,-3.519
-0.014472,0.001402,0.071364,0.91093,1.1551,-0.022316,-0.00023078,0.065408,0.90498,1.1492,16.75,-0.001593,0.043766,-0.0020707,0.0027162,0.0062765,-3.5183
-0.014216,0.0014669,0.06941,0.91064,1.128,-0.023709,-0.00024985,0.22887,1.0701,1.2875,16.759,-0.0019744,0.043536,-0.00177,0.0027262,0.006135,-3.5176
-0.01394,0.001533,0.067482,0.91035,1.1,-0.025093,-0.0002663,0.5067,1.3496,1.5393,16.768,-0.0023122,0.043292,-0.0015454,0.002737,0.005996,-3.5169
-0.013665,0.0016002,0.065578,0.91008,1.0712,-0.026469,-0.00028093,-0.48483,0.35967,0.52075,16.777,-0.0026189,0.043035,-0.0014003,0.0027488,0.0058599,-3.5163
-0.013413,0.0016683,0.063692,0.90983,1.0412,-0.027839,-0.00029453,0.37745,1.2236,1.355,16.786,-0.0029078,0.042763,-0.0013375,0.0027613,0.0057263,-3.5156
-0.013204,0.001737,0.061818,0.90962,1.0099,-0.029227,-0.00030798,0.31164,1.1594,1.2597,16.795,-0.003193,0.042478,-0.0013654,0.0027748,0.005595,-3.515
-0.013054,0.0018066,0.059948,0.9094,0.97737,-0.030713,-0.00032213,-0.53707,0.31238,0.38035,16.804,-0.0034885,0.042179,-0.0014717,0.0027892,0.0054654,-3.5144
-0.012977,0.0018778,0.058072,0.9092,0.94344,-0.032233,-0.00033774,-0.43003,0.4211,0.45534,16.813,-0.003807,0.041864,-0.0016523,0.0028044,0.005337,-3.5138
-0.012985,0.0019503,0.05618,0.90901,0.90792,-0.033681,-0.00035556,-0.2626,0.59023,0.58913,16.823,-0.0041613,0.041534,-0.0019103,0.0028205,0.0052089,-3.5132
-0.013088,0.0020234,0.054262,0.90883,0.87082,-0.03504,-0.0003763,0.94102,1.7956,1.7576,16.832,-0.0045634,0.041191,-0.0022323,0.0028376,0.0050802,-3.5127
-0.013294,0.0020962,0.052305,0.90867,0.83201,-0.036309,-0.00040057,0.3962,1.2526,1.1759,16.841,-0.0050239,0.040834,-0.0026131,0.0028555,0.0049498,-3.5121
-0.013608,0.0021681,0.050296,0.90852,0.79136,-0.037513,-0.00042894,0.22114,1.0794,0.9622,16.85,-0.0055523,0.040465,-0.0030471,0.0028743,0.0048169,-3.5116
-0.014033,0.0022389,0.048221,0.90838,0.74872,-0.038683,-0.00046191,0.17356,1.0337,0.87406,16.859,-0.0061576,0.040084,-0.0035296,0.002894,0.0046802,-3.5111
-0.01457,0.0023084,0.046068,0.90823,0.70391,-0.039843,-0.00049994,-0.25209,0.61007,0.40575,16.868,-0.0068482,0.039692,-0.0040569,0.0029146,0.0045387,-3.5106
-0.015221,0.0023767,0.043822,0.90808,0.65677,-0.041005,-0.00054345,-0.17387,0.69039,0.43908,16.877,-0.0076315,0.039288,-0.0046237,0.002936,0.0043911,-3.5102
-0.015985,0.0024441,0.041469,0.90791,0.60711,-0.042178,-0.00059281,0.43838,1.3048,1.004,16.886,-0.0085146,0.038872,-0.0052189,0.0029582,0.0042364,-3.5098
-0.016871,0.0025106,0.038992,0.90771,0.55398,-0.04336,-0.00064836,-0.50131,0.3674,0.013679,16.895,-0.009506,0.038444,-0.0058871,0.0029813,0.0040735,-3.5094
-0.017902,0.0025765,0.036366,0.90743,0.49567,-0.044564,-0.00071166,-0.41414,0.45693,0.045169,16.904,-0.010627,0.038005,-0.0067533,0.0030053,0.0039009,-3.509
-0.019063,0.0026422,0.033568,0.90696,0.43391,-0.045784,-0.00078375,-0.72006,0.15333,-0.31972,16.913,-0.011896,0.037553,-0.0076066,0.00303,0.0037172,-3.5086
-0.020339,0.0027081,0.03059,0.90629,0.37067,-0.047012,-0.00086389,0.038343,0.91404,0.37842,16.922,-0.013305,0.03709,-0.0083641,0.0030556,0.0035212,-3.5083
-0.021698,0.0027747,0.027431,0.90549,0.30699,-0.048257,-0.00095082,-0.55352,0.32454,-0.27397,16.931,-0.014832,0.036613,-0.0089601,0.003082,0.003312,-3.508
-0.023098,0.0028424,0.0241,0.90465,0.24378,-0.049527,-0.0010426,0.27952,1.1601,0.4992,16.94,-0.016447,0.036125,-0.009346,0.0031093,0.0030888,-3.5078
-0.02449,0.0029112,0.020613,0.90383,0.18151,-0.050868,-0.0011371,-0.63225,0.25097,-0.47135,16.949,-0.018114,0.035623,-0.0095106,0.0031374,0.0028516,-3.5075
-0.02583,0.0029803,0.016986,0.90302,0.12023,-0.052394,-0.0012322,0.11667,1.0027,0.21991,16.959,-0.019798,0.035107,-0.0094696,0.0031663,0.0026005,-3.5074
-0.027076,0.0030489,0.013242,0.90226,0.059951,-0.053968,-0.0013258,0.17885,1.0679,0.22556,16.968,-0.021465,0.034575,-0.0092443,0.0031961,0.0023364,-3.5072
-0.028197,0.0031179,0.0094002,0.9015,0.00045964,-0.055496,-0.0014164,0.22464,1.1167,0.2157,16.977,-0.023087,0.034028,-0.0088692,0.0032267,0.0020602,-3.5071
-0.029171,0.0031888,0.0054799,0.90072,-0.058512,-0.056975,-0.0015026,-0.50656,0.38868,-0.57056,16.986,-0.024643,0.033466,-0.0083813,0.0032581,0.0017735,-3.507
-0.029987,0.003263,0.0015,0.89991,-0.11722,-0.058427,-0.0015835,0.31411,1.2125,0.19539,16.995,-0.026116,0.032889,-0.0078162,0.0032903,0.0014777,-3.507
-0.03064,0.0033415,-0.0025218,0.89906,-0.17589,-0.059879,-0.0016585,-0.44819,0.4534,-0.62156,17.004,-0.027495,0.032298,-0.0072052,0.0033233,0.0011744,-3.507
-0.031135,0.0034251,-0.0065695,0.89817,-0.23468,-0.061351,-0.0017273,0.28276,1.1875,0.054654,17.013,-0.028775,0.031692,-0.0065755,0.0033572,0.00086525,-3.507
-0.031481,0.0035143,-0.010628,0.89741,-0.29365,-0.062884,-0.0017897,-0.18337,0.72466,-0.46639,17.022,-0.029953,0.031071,-0.0059461,0.0033919,0.00055177,-3.5071
-0.031715,0.0036224,-0.014687,0.90044,-0.35147,-0.071203,-0.0018457,0.020605,0.93573,-0.31618,17.03,-0.031025,0.030414,-0.0052635,0.0034276,0.0002353,-3.5072
-0.031899,0.0038519,-0.01871,0.90066,-0.4074,-0.097877,-0.0018941,0.15459,1.074,-0.2341,17.039,-0.031971,0.029583,-0.0045051,0.0034648,-8.34E-05,-3.5074
-0.031996,0.0043085,-0.022692,0.90073,-0.4651,-0.13197,-0.0019358,0.021492,0.94492,-0.42092,17.049,-0.032802,0.028433,-0.003879,0.0035054,-0.00040368,-3.5076
-0.03197,0.0049874,-0.026632,0.90034,-0.52433,-0.16064,-0.0019718,-0.32125,0.60572,-0.81895,17.058,-0.033539,0.026963,-0.003377,0.0035516,-0.00072448,-3.5079
-0.031826,0.0058192,-0.030531,0.89945,-0.58492,-0.17903,-0.0020035,-0.31882,0.61116,-0.8732,17.067,-0.034205,0.025256,-0.0029909,0.0036053,-0.0010446,-3.5082
-0.031591,0.0067195,-0.03439,0.89815,-0.64629,-0.1875,-0.0020318,-0.16647,0.76607,-0.77837,17.076,-0.034815,0.023417,-0.0026928,0.0036675,-0.0013629,-3.5085
-0.0313,0.0076169,-0.038209,0.89661,-0.708,-0.18876,-0.0020574,-0.89909,0.035729,-1.5689,17.085,-0.035381,0.021531,-0.0024572,0.0037387,-0.0016787,-3.5088
-0.030981,0.0084642,-0.041988,0.89495,-0.76943,-0.18582,-0.0020809,-1.1541,-0.2172,-1.8816,17.093,-0.035911,0.019657,-0.002247,0.0038184,-0.0019917,-3.5092
-0.030654,0.0092372,-0.045726,0.89329,-0.83043,-0.18095,-0.0021023,0.12785,1.0669,-0.65685,17.102,-0.036405,0.017823,-0.0020524,0.003906,-0.0023015,-3.5097
-0.03033,0.0099287,-0.049423,0.89164,-0.89118,-0.17547,-0.0021219,-0.14069,0.80037,-0.98245,17.111,-0.036867,0.016041,-0.0018815,0.0040008,-0.0026083,-3.5102
-0.030018,0.010541,-0.053083,0.89002,-0.95174,-0.16987,-0.00214,0.10003,1.0431,-0.79863,17.12,-0.037301,0.014315,-0.0017327,0.0041018,-0.0029121,-3.5107
-0.029719,0.011082,-0.056709,0.88843,-1.0117,-0.16418,-0.0021565,0.49701,1.4421,-0.45801,17.129,-0.037709,0.012645,-0.0015817,0.0042083,-0.0032131,-3.5112
-0.029434,0.011559,-0.060303,0.88683,-1.0715,-0.15824,-0.0021716,0.22328,1.1704,-0.7879,17.138,-0.03809,0.011033,-0.0014438,0.0043195,-0.0035113,-3.5118
-0.029166,0.01198,-0.063869,0.88522,-1.1312,-0.1519,-0.0021854,-0.29675,0.65234,-1.3641,17.147,-0.038449,0.0094826,-0.0013272,0.004435,-0.003807,-3.5124
-0.028919,0.01235,-0.067413,0.88358,-1.191,-0.14511,-0.0021982,-0.76262,0.18837,-1.8862,17.156,-0.038789,0.0079977,-0.0012337,0.0045541,-0.0041004,-3.5131
-0.028696,0.012675,-0.070939,0.88191,-1.2507,-0.13796,-0.0022102,-0.34577,0.60707,-1.5256,17.165,-0.039113,0.0065825,-0.0011706,0.0046763,-0.0043916,-3.5138
-0.028482,0.012957,-0.074448,0.88074,-1.3086,-0.1314,-0.0022211,-0.17364,0.78154,-1.4078,17.174,-0.039418,0.0052393,-0.00099973,0.0048012,-0.004681,-3.5145
-0.028329,0.013123,-0.077944,0.87799,-1.3622,-0.13938,-0.0022293,-0.07607,0.87987,-1.3603,17.182,-0.03967,0.0039066,-0.00061771,0.0049281,-0.0049686,-3.5153
-0.028235,0.012947,-0.08143,0.8745,-1.4134,-0.16565,-0.0022325,-0.28741,0.66852,-1.6194,17.191,-0.039838,0.0023873,-3.61E-05,0.0050548,-0.0052554,-3.5161
-0.028059,0.01235,-0.084891,0.87344,-1.4628,-0.18905,-0.0022295,-0.037401,0.92093,-1.4153,17.2,-0.039903,0.00060661,0.00061119,0.0051771,-0.0055413,-3.5169
-0.027753,0.01144,-0.088303,0.87314,-1.511,-0.20138,-0.0022199,0.31407,1.2755,-1.1086,17.209,-0.039856,-0.001355,0.0012768,0.0052913,-0.005825,-3.5178
-0.027322,0.010372,-0.091641,0.87312,-1.5581,-0.20225,-0.0022037,0.14363,1.1084,-1.3228,17.217,-0.039698,-0.0033814,0.0019231,0.0053951,-0.0061052,-3.5187
-0.026784,0.0092879,-0.094886,0.87313,-1.6043,-0.19387,-0.0021813,-0.044339,0.92368,-1.5537,17.226,-0.039431,-0.005368,0.0025247,0.0054875,-0.0063809,-3.5196
-0.026162,0.0082977,-0.098021,0.87306,-1.6496,-0.17909,-0.0021532,-0.37941,0.59166,-1.931,17.235,-0.039065,-0.0072363,0.0030643,0.005569,-0.006651,-3.5206
-0.025476,0.0074771,-0.10103,0.87282,-1.694,-0.16066,-0.00212,-0.3167,0.65716,-1.9096,17.244,-0.038609,-0.0089364,0.0035407,0.005641,-0.0069149,-3.5216
-0.024742,0.0068684,-0.10392,0.87241,-1.7374,-0.14102,-0.0020824,-0.70724,0.26909,-2.3407,17.253,-0.038075,-0.010444,0.0039465,0.0057053,-0.0071718,-3.5226
-0.023979,0.0064847,-0.10668,0.87179,-1.7798,-0.12204,-0.0020411,0.61644,1.5949,-1.0567,17.261,-0.037474,-0.011758,0.0042777,0.0057642,-0.0074214,-3.5236
-0.023199,0.006316,-0.10931,0.871,-1.8214,-0.10511,-0.0019969,-0.39385,0.58645,-2.106,17.27,-0.036819,-0.012891,0.0045376,0.0058199,-0.0076636,-3.5247
-0.022416,0.0063358,-0.11182,0.87004,-1.862,-0.091152,-0.0019505,-0.28766,0.6942,-2.0379,17.279,-0.036122,-0.013869,0.0047347,0.0058744,-0.0078981,-3.5258
-0.021639,0.006507,-0.11422,0.86891,-1.9015,-0.08063,-0.0019022,0.19693,1.1801,-1.5904,17.287,-0.03539,-0.014725,0.0048895,0.0059294,-0.0081251,-3.527
-0.020877,0.0067877,-0.11652,0.86764,-1.9404,-0.073451,-0.0018528,-0.10424,0.87992,-1.9281,17.296,-0.034634,-0.015493,0.0049846,0.0059863,-0.0083445,-3.5281
-0.020142,0.0071342,-0.11874,0.86634,-1.9789,-0.069226,-0.0018027,0.32179,1.3069,-1.5383,17.305,-0.033862,-0.016203,0.0050246,0.0060459,-0.0085566,-3.5293
-0.01945,0.0075064,-0.12089,0.86501,-2.0169,-0.067811,-0.0017524,-1.2816,-0.29576,-3.1776,17.314,-0.033084,-0.016886,0.0050201,0.0061088,-0.0087618,-3.5305
-0.018813,0.0078729,-0.12297,0.86366,-2.0546,-0.069017,-0.0017025,0.73767,1.7243,-1.1939,17.322,-0.032307,-0.017568,0.0049731,0.0061749,-0.0089606,-3.5317
-0.01824,0.0082114,-0.12501,0.86232,-2.0923,-0.072417,-0.0016532,0.026833,1.0142,-1.9405,17.331,-0.031538,-0.018273,0.004881,0.0062441,-0.0091535,-3.5329
-0.01774,0.0085076,-0.12701,0.86098,-2.1303,-0.07746,-0.0016051,0.24461,1.2326,-1.7587,17.34,-0.030785,-0.019021,0.0047422,0.0063161,-0.0093412,-3.5342
-0.017321,0.0087545,-0.129,0.85963,-2.1688,-0.08355,-0.0015586,0.36794,1.3566,-1.6718,17.348,-0.030058,-0.019825,0.0045538,0.0063903,-0.0095246,-3.5355
-0.01699,0.0089505,-0.13097,0.85825,-2.208,-0.090083,-0.0015143,-0.99941,-0.0102,-3.0765,17.357,-0.029364,-0.020693,0.0043134,0.0064664,-0.0097044,-3.5368
-0.016753,0.0090975,-0.13294,0.85683,-2.2482,-0.096493,-0.0014726,-0.27693,0.71284,-2.3922,17.365,-0.028714,-0.021626,0.0040197,0.0065438,-0.0098817,-3.5381
-0.016616,0.0091998,-0.13492,0.85537,-2.2894,-0.10229,-0.0014342,-0.11389,0.8764,-2.2683,17.374,-0.028116,-0.02262,0.0036927,0.0066219,-0.010057,-3.5394
-0.016578,0.0092625,-0.13693,0.85384,-2.3314,-0.10717,-0.0013991,-0.8189,0.17187,-3.0133,17.383,-0.027574,-0.023668,0.0033329,0.0067005,-0.010232,-3.5408
-0.016642,0.0092918,-0.13896,0.85224,-2.3749,-0.11097,-0.0013678,0.075054,1.0663,-2.1609,17.391,-0.027097,-0.024759,0.0029276,0.006779,-0.010407,-3.5422
-0.016811,0.0092936,-0.14104,0.85053,-2.42,-0.11362,-0.0013409,-0.59388,0.39769,-2.8729,17.4,-0.026692,-0.025883,0.0024737,0.0068573,-0.010584,-3.5436
-0.017086,0.0092736,-0.14318,0.84871,-2.4669,-0.11515,-0.0013187,0.27535,1.2672,-2.0483,17.408,-0.026368,-0.027027,0.0019764,0.006935,-0.010763,-3.545
-0.017456,0.0092361,-0.14538,0.8468,-2.5145,-0.11562,-0.0013016,-0.62504,0.36714,-2.9941,17.417,-0.026129,-0.028181,0.0015008,0.0070118,-0.010946,-3.5465
-0.017888,0.0091843,-0.14764,0.84491,-2.5606,-0.11519,-0.0012884,0.19546,1.188,-2.2175,17.425,-0.025957,-0.029336,0.0011835,0.0070878,-0.011133,-3.5479
-0.01835,0.0091204,-0.14995,0.84303,-2.606,-0.11376,-0.0012777,-0.13047,0.86252,-2.5865,17.434,-0.025831,-0.030481,0.00097385,0.0071626,-0.011325,-3.5494
-0.018811,0.0090475,-0.15232,0.84121,-2.6504,-0.11125,-0.0012686,-0.15826,0.83527,-2.6564,17.442,-0.025733,-0.031607,0.0008643,0.0072362,-0.011522,-3.5509
-0.019251,0.0089698,-0.15472,0.83938,-2.6939,-0.10777,-0.0012601,-0.18598,0.80812,-2.7252,17.451,-0.025647,-0.032702,0.00085291,0.0073084,-0.011723,-3.5525
-0.019651,0.0088868,-0.15715,0.83703,-2.7365,-0.10388,-0.0012513,-0.29788,0.6963,-2.8772,17.459,-0.025556,-0.03376,0.00092867,0.0073793,-0.011929,-3.554
-0.019994,0.0087931,-0.1596,0.83504,-2.7783,-0.099853,-0.0012413,-0.27776,0.71688,-2.8965,17.468,-0.025448,-0.034779,0.0010765,0.0074486,-0.012139,-3.5556
-0.020266,0.0086815,-0.16207,0.83314,-2.8196,-0.09574,-0.0012295,0.16166,1.1569,-2.4959,17.476,-0.025311,-0.035756,0.0012726,0.0075163,-0.012352,-3.5572
-0.020461,0.008545,-0.16454,0.83121,-2.8605,-0.091544,-0.0012156,0.25294,1.2487,-2.443,17.484,-0.025138,-0.036692,0.0015013,0.0075821,-0.012568,-3.5588
-0.020576,0.0083778,-0.16703,0.82926,-2.9013,-0.087172,-0.0011993,-0.61973,0.37656,-3.354,17.493,-0.024927,-0.037586,0.0017435,0.0076457,-0.012786,-3.5605
-0.020614,0.0081764,-0.16951,0.8273,-2.9421,-0.082456,-0.0011806,-0.095539,0.90127,-2.8681,17.501,-0.024675,-0.038434,0.001983,0.0077068,-0.013005,-3.5622
-0.020581,0.0079403,-0.17199,0.82532,-2.9831,-0.077206,-0.0011596,-0.27965,0.71766,-3.0907,17.509,-0.024384,-0.039233,0.0022057,0.007765,-0.013225,-3.5639
-0.020499,0.0076713,-0.17446,0.824,-3.0272,-0.071301,-0.0011376,-0.43516,0.5633,-3.2879,17.517,-0.024075,-0.039977,0.0022697,0.00782,-0.013443,-3.5656
-0.020375,0.0073725,-0.17693,0.82068,-3.0692,-0.063714,-0.0011142,0.2851,1.2827,-2.6072,17.526,-0.023744,-0.040653,0.002396,0.0078714,-0.013662,-3.5674
-0.020204,0.0070412,-0.1794,0.81838,-3.112,-0.054345,-0.0010895,-0.24499,0.75278,-3.1776,17.534,-0.023392,-0.041245,0.0025146,0.007919,-0.013879,-3.5692
-0.020022,0.0066752,-0.18185,0.81616,-3.155,-0.043532,-0.001064,-0.37913,0.61888,-3.3523,17.542,-0.023023,-0.041734,0.0025937,0.0079623,-0.014094,-3.571
-0.019844,0.0062794,-0.18429,0.8139,-3.1979,-0.032557,-0.0010376,-0.76096,0.23723,-3.7746,17.55,-0.02264,-0.042114,0.0026664,0.0080011,-0.014308,-3.5728
-0.019678,0.0058647,-0.18672,0.81161,-3.241,-0.022054,-0.0010107,-0.30614,0.69219,-3.3604,17.559,-0.022246,-0.042387,0.0027131,0.0080351,-0.01452,-3.5747
-0.019523,0.0054431,-0.18913,0.80926,-3.2842,-0.012093,-0.00098339,-0.45097,0.54742,-3.546,17.567,-0.021843,-0.042557,0.0027449,0.0080641,-0.014732,-3.5765
-0.019391,0.0050241,-0.19154,0.80779,-3.3303,-0.0027612,-0.00095695,-0.46119,0.53814,-3.6,17.575,-0.021455,-0.042632,0.0026306,0.0080882,-0.014941,-3.5784
-0.019281,0.0046157,-0.19396,0.80428,-3.3745,0.0065661,-0.00093094,0.72742,1.7257,-2.4531,17.583,-0.021073,-0.042613,0.0025771,0.0081074,-0.01515,-3.5804
-0.019179,0.0042194,-0.19637,0.80158,-3.4192,0.015686,-0.00090526,0.09475,1.0927,-3.128,17.591,-0.020696,-0.042501,0.0025477,0.0081218,-0.015359,-3.5823
-0.019096,0.0038363,-0.19879,0.7988,-3.4647,0.024737,-0.00088026,0.28576,1.2834,-2.9802,17.599,-0.020331,-0.042299,0.0024527,0.0081315,-0.015566,-3.5843
-0.019036,0.0034655,-0.20122,0.79588,-3.5109,0.033711,-0.00085633,-0.11366,0.88344,-3.4234,17.607,-0.019984,-0.042007,0.0023392,0.0081367,-0.015773,-3.5863
-0.018999,0.0031048,-0.20367,0.79282,-3.5574,0.042581,-0.00083349,-0.3375,0.65899,-3.6913,17.615,-0.019655,-0.041625,0.0022319,0.0081374,-0.01598,-3.5883
-0.018991,0.0027524,-0.20614,0.78961,-3.6048,0.051368,-0.00081182,0.24483,1.2406,-3.1539,17.623,-0.019347,-0.041156,0.0021046,0.0081337,-0.016186,-3.5904
-0.019014,0.0024063,-0.20865,0.78624,-3.6532,0.06001,-0.00079152,-0.1831,0.8118,-3.6276,17.631,-0.019063,-0.040599,0.001959,0.0081257,-0.016393,-3.5925
-0.019075,0.0020644,-0.2112,0.78272,-3.7026,0.068505,-0.00077277,-0.7177,0.27622,-4.2091,17.639,-0.018806,-0.039956,0.0017978,0.0081134,-0.0166,-3.5946
-0.019176,0.0017248,-0.2138,0.77906,-3.7538,0.076894,-0.00075592,0.41066,1.4035,-3.1293,17.647,-0.018581,-0.03923,0.001565,0.0080969,-0.016809,-3.5967
-0.01931,0.0013908,-0.21642,0.77544,-3.8048,0.086144,-0.0007414,0.12023,1.1121,-3.4682,17.654,-0.018397,-0.038416,0.0013891,0.008076,-0.017019,-3.5988
-0.019442,0.0010721,-0.21907,0.77194,-3.853,0.096106,-0.00072748,-0.10164,0.88938,-3.7356,17.662,-0.018224,-0.037506,0.0014009,0.0080511,-0.01723,-3.601
-0.019567,0.00077804,-0.22174,0.7684,-3.9004,0.10715,-0.00071316,-0.035119,0.95502,-3.7138,17.67,-0.018043,-0.03649,0.0014758,0.0080221,-0.017443,-3.6032
-0.019686,0.0005096,-0.22443,0.76462,-3.947,0.11763,-0.00069768,0.01968,1.0087,-3.7029,17.678,-0.017842,-0.035366,0.0016208,0.0079893,-0.017657,-3.6054
