rollrate,pitchrate,yawrate,ax,ay,az,beta,yawrate_noise,ax_noise,ay_noise,vx,vy,vz,betarate,pitch,roll,yaw
0.0011373,0.0013296,-0.11181,0.68946,-2.1965,0.0011832,0.0031811,-0.76508,0.036183,-2.8497,19.988,0.060569,0.04502,0.0018587,0.0034042,-0.011523,-11.489
0.0015028,0.0013218,-0.11158,0.68948,-2.1864,0.0011812,0.0032013,0.27084,1.0719,-1.804,19.994,0.060992,0.045032,0.0021658,0.0034046,-0.011514,-11.49
0.0019474,0.0013114,-0.11127,0.68956,-2.1746,0.001179,0.0032246,-0.36158,0.43926,-2.4249,20.001,0.061479,0.045044,0.002489,0.003405,-0.0115,-11.491
0.0024729,0.0012985,-0.11089,0.68971,-2.1609,0.0011756,0.0032513,-0.96659,-0.16599,-3.0166,20.008,0.062031,0.045055,0.0028221,0.0034052,-0.011482,-11.493
0.0030791,0.0012826,-0.11042,0.68992,-2.1454,0.0011724,0.0032813,0.048455,0.84879,-1.9865,20.015,0.062651,0.045067,0.0031611,0.0034055,-0.011458,-11.494
0.0037574,0.0012639,-0.10984,0.69016,-2.1284,0.0011562,0.0033146,-0.088485,0.71152,-2.107,20.022,0.063338,0.045079,0.003478,0.0034056,-0.011428,-11.495
0.0044879,0.0012423,-0.10917,0.6904,-2.111,0.0011453,0.0033506,-0.2946,0.50497,-2.2964,20.029,0.064081,0.04509,0.0037032,0.0034056,-0.01139,-11.496
0.0052512,0.0012181,-0.1084,0.69063,-2.0934,0.0011363,0.0033885,0.04032,0.83935,-1.9447,20.035,0.064862,0.045102,0.003838,0.0034056,-0.011345,-11.497
0.0060246,0.0011917,-0.10754,0.69084,-2.0758,0.0011284,0.0034271,-0.34181,0.45657,-2.3101,20.042,0.065663,0.045113,0.0038784,0.0034054,-0.011293,-11.498
0.0067881,0.0011632,-0.1066,0.69104,-2.0581,0.0011167,0.0034658,-0.43018,0.36745,-2.3817,20.049,0.066465,0.045124,0.0038352,0.0034051,-0.011232,-11.499
0.0075251,0.0011331,-0.10557,0.69123,-2.0402,0.0010998,0.0035036,-0.46809,0.32871,-2.4027,20.056,0.067255,0.045135,0.0037205,0.0034047,-0.011164,-11.5
0.0082231,0.0011016,-0.10446,0.69141,-2.0219,0.0010767,0.0035399,-0.96046,-0.16459,-2.8779,20.063,0.06802,0.045146,0.0035469,0.0034042,-0.011089,-11.501
0.0088738,0.001069,-0.10329,0.69158,-2.0031,0.0010485,0.0035742,-0.10891,0.68597,-2.0087,20.07,0.068748,0.045157,0.0033279,0.0034036,-0.011007,-11.502
0.0094733,0.0010354,-0.10205,0.69176,-1.9836,0.0010167,0.0036062,0.31615,1.11,-1.5654,20.076,0.069432,0.045167,0.0030754,0.0034028,-0.010919,-11.503
0.010021,0.0010012,-0.10075,0.69192,-1.9634,0.0009828,0.0036355,-0.15386,0.63882,-2.0165,20.083,0.070066,0.045177,0.0027996,0.003402,-0.010825,-11.504
0.010519,0.00096635,-0.099396,0.69209,-1.9424,0.00094854,0.003662,0.25166,1.0431,-1.5913,20.09,0.070646,0.045187,0.0025092,0.0034011,-0.010725,-11.505
0.010972,0.00093105,-0.097987,0.69226,-1.9204,0.00091309,0.0036856,0.89949,1.6897,-0.92296,20.097,0.071171,0.045196,0.0022113,0.0034,-0.010621,-11.506
0.011387,0.00089538,-0.096527,0.69243,-1.8975,0.0008779,0.0037061,-0.86804,-0.079081,-2.669,20.104,0.071637,0.045205,0.001912,0.0033989,-0.010513,-11.507
0.011771,0.0008594,-0.095018,0.69261,-1.8735,0.00084345,0.0037237,0.11073,0.89835,-1.6678,20.111,0.072047,0.045214,0.0016158,0.0033976,-0.0104,-11.508
0.012133,0.0008232,-0.093462,0.69279,-1.8485,0.00080818,0.0037383,0.36356,1.1498,-1.3915,20.118,0.072399,0.045222,0.0013257,0.0033963,-0.010284,-11.509
0.012479,0.00078682,-0.091859,0.69297,-1.8224,0.00077399,0.0037501,0.11956,0.90439,-1.6109,20.124,0.072696,0.04523,0.0010447,0.0033949,-0.010164,-11.51
0.012819,0.00075031,-0.09021,0.69316,-1.7951,0.00073927,0.0037591,-0.22525,0.55812,-1.9301,20.131,0.072939,0.045237,0.00077379,0.0033933,-0.010041,-11.511
0.013159,0.00071371,-0.088516,0.69335,-1.7667,0.00070576,0.0037654,-0.89589,-0.11403,-2.574,20.138,0.07313,0.045245,0.00051439,0.0033917,-0.0099137,-11.512
0.013506,0.00067705,-0.086775,0.69354,-1.737,0.00067327,0.0037693,-0.51938,0.26094,-2.1696,20.145,0.073271,0.045252,0.00026709,0.0033901,-0.0097833,-11.513
0.013867,0.00064035,-0.084986,0.69374,-1.7062,0.00064164,0.0037707,-0.48698,0.29175,-2.1082,20.152,0.073364,0.045258,3.15E-05,0.0033883,-0.0096494,-11.514
0.014245,0.00060364,-0.08315,0.69395,-1.6742,0.00061206,0.0037698,-0.47721,0.29988,-2.0683,20.159,0.073412,0.045264,-0.00019246,0.0033865,-0.0095117,-11.514
0.014645,0.00056692,-0.081264,0.69415,-1.641,0.00058455,0.0037668,-0.45896,0.31646,-2.0187,20.166,0.073417,0.04527,-0.00040538,0.0033846,-0.0093701,-11.515
0.015069,0.00053021,-0.079328,0.69436,-1.6065,0.00055938,0.0037617,-0.79145,-0.017766,-2.3186,20.173,0.073381,0.045276,-0.00060828,0.0033826,-0.0092242,-11.516
0.015521,0.00049352,-0.077338,0.69456,-1.5707,0.00053706,0.0037545,-0.39213,0.37977,-1.8855,20.179,0.073305,0.045282,-0.00080251,0.0033805,-0.009074,-11.517
0.016001,0.00045692,-0.075294,0.69476,-1.5333,0.00049963,0.0037456,-0.19157,0.57848,-1.6495,20.186,0.073193,0.045287,-0.00096516,0.0033784,-0.008919,-11.518
0.016506,0.0004205,-0.073192,0.69494,-1.495,0.00046959,0.0037351,-0.60966,0.15848,-2.0315,20.193,0.073048,0.045292,-0.0011516,0.0033762,-0.0087589,-11.518
0.017025,0.0003844,-0.071037,0.69509,-1.4567,0.00044556,0.0037223,0.80146,1.5676,-0.58417,20.2,0.07286,0.045296,-0.0013872,0.003374,-0.0085937,-11.519
0.017544,0.00034872,-0.068834,0.69521,-1.418,0.00043793,0.0037071,0.48748,1.2515,-0.86171,20.207,0.072622,0.045301,-0.0016595,0.0033717,-0.0084232,-11.52
0.018051,0.00031363,-0.066588,0.69529,-1.3796,0.00042086,0.0036888,-0.33538,0.4265,-1.6484,20.214,0.072324,0.045305,-0.0019848,0.0033694,-0.0082475,-11.52
0.018532,0.0002794,-0.064308,0.69535,-1.3414,0.00039859,0.003667,0.37743,1.1371,-0.89968,20.221,0.071957,0.045309,-0.0023622,0.003367,-0.0080668,-11.521
0.018972,0.00024624,-0.062003,0.69537,-1.3037,0.00037696,0.0036412,-0.62309,0.13428,-1.8648,20.228,0.071509,0.045313,-0.0027877,0.0033646,-0.0078814,-11.522
0.019358,0.00021435,-0.059683,0.69535,-1.2665,0.00035708,0.0036109,-1.0165,-0.2615,-2.2234,20.235,0.070972,0.045317,-0.0032562,0.0033622,-0.0076917,-11.522
0.019683,0.00018386,-0.057356,0.69531,-1.2297,0.0003405,0.0035758,0.18859,0.94126,-0.98371,20.242,0.070339,0.04532,-0.0037502,0.0033597,-0.0074984,-11.523
0.019943,0.00015488,-0.055032,0.69525,-1.1929,0.00032309,0.0035357,-0.12629,0.62399,-1.2642,20.248,0.069607,0.045323,-0.0042479,0.0033572,-0.0073021,-11.523
0.020138,0.0001275,-0.052716,0.69517,-1.1562,0.00030602,0.0034906,0.10688,0.85477,-0.99661,20.255,0.068775,0.045326,-0.0047366,0.0033548,-0.0071035,-11.524
0.020272,0.00010179,-0.050414,0.69507,-1.1194,0.00028817,0.0034407,0.52055,1.266,-0.54841,20.262,0.067847,0.045329,-0.0052064,0.0033523,-0.0069031,-11.525
0.02035,7.78E-05,-0.04813,0.69496,-1.0824,0.00027193,0.0033863,-0.37885,0.36423,-1.4131,20.269,0.066827,0.045332,-0.0056506,0.0033499,-0.0067016,-11.525
0.020379,5.56E-05,-0.045868,0.69483,-1.0453,0.00025635,0.0033276,-0.17134,0.56936,-1.1707,20.276,0.06572,0.045335,-0.0060647,0.0033474,-0.0064995,-11.526
0.020367,3.50E-05,-0.043633,0.69469,-1.0077,0.0002192,0.003265,-0.16735,0.57097,-1.1314,20.283,0.064533,0.045337,-0.0064316,0.003345,-0.0062972,-11.526
0.020325,1.61E-05,-0.041428,0.69452,-0.96989,0.00022342,0.003199,0.1007,0.83666,-0.82776,20.29,0.063275,0.045339,-0.0067549,0.0033426,-0.0060952,-11.526
0.02026,-9.21E-07,-0.039256,0.69435,-0.93192,0.00021968,0.0031299,0.61719,1.3508,-0.27547,20.297,0.061955,0.045342,-0.0070366,0.0033403,-0.0058936,-11.527
0.020178,-1.62E-05,-0.037119,0.69417,-0.89391,0.00021577,0.0030582,0.090384,0.82167,-0.7664,20.304,0.060581,0.045344,-0.007282,0.003338,-0.0056927,-11.527
0.020086,-2.99E-05,-0.035017,0.69398,-0.85588,0.00021931,0.0029843,-0.41006,0.31893,-1.2309,20.311,0.059158,0.045346,-0.0074919,0.0033357,-0.0054925,-11.528
0.019986,-4.19E-05,-0.032951,0.69377,-0.81786,0.00023198,0.0029084,0.64732,1.374,-0.13759,20.318,0.057695,0.045348,-0.0076676,0.0033335,-0.0052933,-11.528
0.019883,-5.22E-05,-0.030919,0.69356,-0.77987,0.00025294,0.0028309,-0.52826,0.19622,-1.2772,20.324,0.056198,0.045351,-0.0078102,0.0033314,-0.005095,-11.528
0.019779,-6.10E-05,-0.028923,0.69333,-0.74191,0.00028038,0.0027522,0.53904,1.2613,-0.17394,20.331,0.054674,0.045353,-0.0079208,0.0033293,-0.0048977,-11.528
0.019676,-6.83E-05,-0.02696,0.69309,-0.70399,0.00031355,0.0026726,0.061281,0.78133,-0.61575,20.338,0.053128,0.045356,-0.0080009,0.0033274,-0.0047014,-11.529
0.019578,-7.41E-05,-0.025029,0.69284,-0.66612,0.00034996,0.0025923,-0.69984,0.018035,-1.3409,20.345,0.051567,0.04536,-0.0080515,0.0033254,-0.004506,-11.529
0.019484,-7.86E-05,-0.02313,0.69258,-0.62827,0.00038908,0.0025116,0.12044,0.83615,-0.4847,20.352,0.049996,0.045363,-0.0080739,0.0033236,-0.0043115,-11.529
0.019396,-8.18E-05,-0.02126,0.69231,-0.59049,0.0004281,0.0024309,0.07985,0.79341,-0.48938,20.359,0.048422,0.045367,-0.0080704,0.0033219,-0.0041178,-11.529
0.019312,-8.38E-05,-0.019418,0.69201,-0.55294,0.00046831,0.0023503,-0.69893,0.012499,-1.2325,20.366,0.046848,0.045372,-0.0080522,0.0033202,-0.003925,-11.53
0.01923,-8.48E-05,-0.017605,0.6917,-0.51572,0.00050749,0.0022699,-0.52163,0.18768,-1.0198,20.373,0.045277,0.045377,-0.0080238,0.0033187,-0.0037329,-11.53
0.019146,-8.47E-05,-0.015819,0.69137,-0.47898,0.00054626,0.0021898,-0.93651,-0.22931,-1.3997,20.38,0.04371,0.045382,-0.0079946,0.0033172,-0.0035416,-11.53
0.019059,-8.38E-05,-0.014062,0.69103,-0.4426,0.00058364,0.00211,-0.4841,0.22099,-0.91264,20.387,0.042149,0.045388,-0.0079556,0.0033159,-0.003351,-11.53
0.018972,-8.20E-05,-0.012332,0.69067,-0.40621,0.00061908,0.0020308,0.055124,0.75813,-0.33875,20.394,0.040597,0.045394,-0.0078872,0.0033146,-0.0031613,-11.53
0.018884,-7.94E-05,-0.010627,0.69029,-0.36974,0.0006518,0.0019524,-0.76201,-0.061092,-1.1211,20.4,0.039059,0.0454,-0.0077925,0.0033134,-0.0029724,-11.53
0.018796,-7.62E-05,-0.0089439,0.68989,-0.33344,0.00068326,0.0018751,-0.15399,0.54484,-0.47848,20.407,0.037541,0.045407,-0.007685,0.0033124,-0.0027843,-11.531
0.018706,-7.22E-05,-0.0072832,0.68945,-0.2975,0.00071622,0.0017988,0.099895,0.79663,-0.19032,20.414,0.036043,0.045414,-0.0075748,0.0033114,-0.0025971,-11.531
0.018609,-6.77E-05,-0.0056456,0.689,-0.26211,0.00074784,0.0017236,-0.12781,0.56683,-0.38428,20.421,0.034566,0.045421,-0.00747,0.0033106,-0.0024107,-11.531
0.018503,-6.25E-05,-0.0040327,0.68852,-0.22744,0.000777,0.0016494,0.25329,0.94584,0.029875,20.428,0.033108,0.045429,-0.007377,0.0033098,-0.0022253,-11.531
0.01838,-5.68E-05,-0.0024472,0.68804,-0.19361,0.000806,0.0015761,-0.58878,0.1017,-0.77995,20.435,0.031665,0.045437,-0.0072993,0.0033091,-0.002041,-11.531
0.018235,-5.06E-05,-0.00089214,0.68755,-0.16069,0.00083326,0.0015034,-0.78613,-0.097688,-0.94592,20.442,0.030236,0.045445,-0.0072371,0.0033086,-0.0018579,-11.531
0.018063,-4.40E-05,0.00062893,0.68706,-0.12874,0.00085868,0.0014313,0.65149,1.3379,0.52213,20.449,0.028816,0.045453,-0.0071901,0.0033081,-0.0016764,-11.531
0.017858,-3.72E-05,0.0021122,0.68646,-0.097799,0.0010052,0.0013596,0.22046,0.90481,0.12055,20.456,0.027404,0.045462,-0.0071553,0.0033077,-0.0014967,-11.531
0.017618,-3.29E-05,0.0035534,0.68595,-0.067909,0.0016815,0.0012882,-0.051207,0.63119,-0.12267,20.462,0.025996,0.045475,-0.0071315,0.0033074,-0.0013192,-11.531
0.017334,-3.43E-05,0.0049489,0.68544,-0.039042,0.0025436,0.0012169,1.0377,1.7182,0.99371,20.469,0.024592,0.045496,-0.0071128,0.0033071,-0.0011443,-11.531
0.017006,-4.10E-05,0.0062948,0.68495,-0.011239,0.003194,0.0011459,-0.25548,0.42317,-0.27302,20.476,0.023189,0.045525,-0.0070976,0.0033068,-0.00097238,-11.531
0.016634,-5.07E-05,0.0075877,0.68447,0.015485,0.0034961,0.001075,0.1861,0.86298,0.194,20.483,0.021789,0.045559,-0.0070821,0.0033064,-0.00080391,-11.531
0.01622,-6.09E-05,0.0088241,0.68401,0.041107,0.0034768,0.0010043,0.2547,0.92988,0.28698,20.49,0.020391,0.045594,-0.0070643,0.0033059,-0.00063934,-11.53
0.015766,-6.94E-05,0.010001,0.68355,0.065611,0.0032289,0.00093374,0.60096,1.2745,0.65657,20.497,0.018995,0.045628,-0.0070414,0.0033053,-0.00047907,-11.53
0.015278,-7.49E-05,0.011116,0.6831,0.08898,0.002851,0.00086347,-0.22181,0.45018,-0.14395,20.503,0.017603,0.045658,-0.007012,0.0033046,-0.00032347,-11.53
0.014757,-7.68E-05,0.012167,0.68266,0.1112,0.0024162,0.00079354,0.0062434,0.67674,0.10527,20.51,0.016216,0.045685,-0.0069745,0.0033039,-0.00017289,-11.53
0.014206,-7.51E-05,0.013151,0.68222,0.13224,0.001967,0.00072404,-0.49048,0.17859,-0.37139,20.517,0.014836,0.045707,-0.006928,0.0033031,-2.76E-05,-11.53
0.01363,-7.00E-05,0.014068,0.68179,0.15211,0.00152,0.00065504,-0.4492,0.21851,-0.31116,20.524,0.013464,0.045724,-0.0068719,0.0033024,0.00011202,-11.53
0.013031,-6.19E-05,0.014917,0.68136,0.17081,0.0010782,0.00058667,0.37399,1.0404,0.52989,20.531,0.012103,0.045737,-0.0068038,0.0033017,0.00024582,-11.53
0.012414,-5.12E-05,0.015697,0.68093,0.18836,0.00063926,0.00051904,0.34566,1.0109,0.51833,20.538,0.010755,0.045746,-0.0067236,0.0033011,0.00037357,-11.53
0.011782,-3.82E-05,0.016408,0.68052,0.20477,0.0002018,0.00045229,-0.21782,0.44629,-0.029457,20.544,0.0094224,0.04575,-0.0066302,0.0033006,0.00049508,-11.529
0.011139,-2.27E-05,0.017051,0.68011,0.22007,-3.31E-05,0.00038652,-0.58697,0.076092,-0.38394,20.551,0.008108,0.04575,-0.0065231,0.0033002,0.00061025,-11.529
0.010493,1.03E-06,0.017627,0.67978,0.23456,0.00039324,0.00032197,0.092581,0.75474,0.30952,20.558,0.006816,0.045752,-0.0063894,0.0033,0.00071898,-11.529
0.0098441,3.67E-05,0.018139,0.67938,0.24819,0.00080831,0.00025888,0.0050842,0.66632,0.23514,20.565,0.0055516,0.045758,-0.0062332,0.0033,0.00082126,-11.529
0.0091979,8.12E-05,0.01859,0.67896,0.26096,0.00088004,0.00019746,-0.1635,0.49687,0.078876,20.572,0.0043189,0.045767,-0.0060573,0.0033004,0.00091707,-11.529
0.008561,0.00012951,0.018983,0.67854,0.27286,0.00059185,0.00013788,0.092204,0.75176,0.34608,20.578,0.0031214,0.045774,-0.0058652,0.0033013,0.0010065,-11.529
0.0079386,0.00017706,0.01932,0.67812,0.28388,1.99E-05,8.03E-05,0.24361,0.90241,0.50817,20.585,0.0019622,0.045777,-0.005661,0.0033026,0.0010896,-11.528
0.0073349,0.00022038,0.019605,0.67772,0.29401,-0.00073783,2.48E-05,0.27498,0.93309,0.54938,20.592,0.00084329,0.045774,-0.0054472,0.0033044,0.0011666,-11.528
0.0067529,0.00025716,0.01984,0.67733,0.30327,-0.0015864,-2.85E-05,-0.025713,0.63177,0.25771,20.599,-0.00023346,0.045762,-0.0052269,0.0033066,0.0012377,-11.528
0.0061943,0.00028621,0.020028,0.67694,0.31166,-0.0024446,-7.96E-05,-0.18306,0.47385,0.10857,20.605,-0.0012669,0.045742,-0.0050021,0.003309,0.001303,-11.528
0.0056607,0.00030691,0.020172,0.67649,0.31922,-0.0030719,-0.00012843,1.1266,1.7829,1.4256,20.612,-0.002256,0.045714,-0.0047735,0.0033117,0.0013629,-11.528
0.0051519,0.00031709,0.020273,0.6761,0.32598,-0.003155,-0.00017496,-0.57794,0.077878,-0.27223,20.619,-0.0032002,0.045683,-0.0045422,0.0033146,0.0014177,-11.527
0.0046659,0.00031546,0.020335,0.67571,0.332,-0.0029559,-0.00021915,-0.099682,0.55569,0.21198,20.626,-0.0040988,0.045652,-0.0043092,0.0033175,0.0014674,-11.527
0.004202,0.00030331,0.020361,0.67533,0.33733,-0.0026986,-0.00026101,0.26279,0.91776,0.57976,20.632,-0.0049511,0.045624,-0.0040734,0.0033203,0.0015124,-11.527
0.0037612,0.00028326,0.020353,0.67496,0.34207,-0.0024762,-0.00030049,-0.49087,0.16373,-0.16916,20.639,-0.0057563,0.045598,-0.0038331,0.0033229,0.0015529,-11.527
0.0033447,0.00025824,0.020314,0.6746,0.34627,-0.0022978,-0.00033754,-0.054896,0.59939,0.27106,20.646,-0.0065134,0.045574,-0.0035878,0.0033253,0.0015891,-11.527
0.0029531,0.00023085,0.020248,0.67424,0.34995,-0.0021362,-0.00037212,-0.20633,0.44767,0.12337,20.653,-0.0072215,0.045552,-0.0033414,0.0033274,0.0016212,-11.526
0.0025857,0.00020306,0.020157,0.67389,0.35303,-0.0019677,-0.00040426,0.27943,0.93317,0.6123,20.659,-0.007881,0.045531,-0.0030994,0.0033292,0.0016495,-11.526
0.0022411,0.00017623,0.020043,0.67354,0.35548,-0.0017728,-0.00043401,0.26943,0.92293,0.60487,20.666,-0.0084929,0.045513,-0.0028653,0.0033308,0.0016743,-11.526
0.0019168,0.0001511,0.019908,0.67319,0.35728,-0.0015571,-0.00046149,-0.79509,-0.1418,-0.45772,20.673,-0.009059,0.045496,-0.002642,0.0033321,0.0016958,-11.526
0.0016099,0.00012803,0.019752,0.67285,0.35841,-0.0013281,-0.00048679,-0.055895,0.5972,0.28276,20.68,-0.0095818,0.045482,-0.0024318,0.0033331,0.0017141,-11.526
0.0013173,0.00010705,0.019577,0.6725,0.35887,-0.0011067,-0.00051006,-0.032322,0.6206,0.30697,20.686,-0.010064,0.04547,-0.0022347,0.003334,0.0017293,-11.525
0.0010356,8.80E-05,0.019383,0.67215,0.35864,-0.00090917,-0.00053144,-0.537,0.11577,-0.19774,20.693,-0.010508,0.045459,-0.0020528,0.0033346,0.0017417,-11.525
0.00076159,7.05E-05,0.019171,0.67179,0.35773,-0.00073841,-0.00055108,0.49028,1.1429,0.82883,20.7,-0.010916,0.045451,-0.0018854,0.0033351,0.0017514,-11.525
0.00049339,5.58E-05,0.018939,0.67148,0.35619,-0.00027382,-0.00056911,-0.28628,0.36626,0.05097,20.706,-0.011293,0.045446,-0.0017304,0.0033354,0.0017583,-11.525
0.00022683,4.93E-05,0.018689,0.67117,0.35402,0.00058933,-0.00058565,0.47568,1.1282,0.81101,20.713,-0.011639,0.045447,-0.0015875,0.0033356,0.0017625,-11.525
-4.24E-05,5.28E-05,0.018419,0.67082,0.3512,0.0013812,-0.00060083,-0.51727,0.13513,-0.18449,20.72,-0.011958,0.045457,-0.0014561,0.0033357,0.001764,-11.524
-0.00031581,6.43E-05,0.018129,0.67046,0.34776,0.0019445,-0.00061475,-0.40264,0.24968,-0.073008,20.727,-0.012251,0.045474,-0.001335,0.003336,0.0017629,-11.524
-0.00059356,8.08E-05,0.017819,0.67009,0.34371,0.0022603,-0.0006275,-0.37521,0.27706,-0.049316,20.733,-0.012521,0.045495,-0.0012232,0.0033364,0.0017589,-11.524
-0.0008753,9.97E-05,0.017489,0.66972,0.33908,0.0023629,-0.00063918,-0.099602,0.55263,0.22199,20.74,-0.012769,0.045518,-0.0011192,0.003337,0.0017522,-11.524
-0.0011601,0.00011844,0.017139,0.66936,0.3339,0.0022846,-0.00064985,1.0026,1.6548,1.3194,20.747,-0.012996,0.045542,-0.0010209,0.0033378,0.0017426,-11.524
-0.0014465,0.0001352,0.016768,0.66899,0.3282,0.0020723,-0.00065957,0.43458,1.0868,0.74601,20.753,-0.013205,0.045564,-0.00092659,0.0033387,0.0017301,-11.524
-0.001733,0.00014869,0.016376,0.66865,0.32202,0.0017695,-0.00066835,0.016387,0.66866,0.32203,20.76,-0.013394,0.045583,-0.00083483,0.0033399,0.0017148,-11.523
-0.0020177,0.00015859,0.015964,0.66831,0.31539,0.0013093,-0.00067622,-0.15487,0.49747,0.14455,20.767,-0.013566,0.045599,-0.00074418,0.0033411,0.0016965,-11.523
-0.002298,0.00016569,0.015532,0.66795,0.30834,0.00074691,-0.00068318,0.41778,1.0702,0.71059,20.773,-0.013719,0.045609,-0.0006528,0.0033425,0.0016755,-11.523
-0.0025708,0.0001702,0.01508,0.6676,0.30092,0.00025479,-0.00068922,-0.12784,0.52468,0.158,20.78,-0.013854,0.045614,-0.00055931,0.0033439,0.0016516,-11.523
-0.0028341,0.00017188,0.01461,0.66724,0.29317,-8.79E-05,-0.00069431,-0.68909,-0.036457,-0.41053,20.787,-0.01397,0.045614,-0.00046257,0.0033454,0.0016251,-11.523
-0.0030859,0.00017046,0.014122,0.66688,0.28513,-0.00027522,-0.00069841,-1.2371,-0.58438,-0.96613,20.793,-0.014067,0.045612,-0.00036209,0.0033469,0.001596,-11.523
-0.0033244,0.00016591,0.013617,0.66652,0.27682,-0.00033521,-0.00070149,-0.0055322,0.64737,0.25767,20.8,-0.014142,0.045609,-0.00025732,0.0033484,0.0015644,-11.522
-0.0035479,0.00015852,0.013098,0.66616,0.26831,-0.00029861,-0.00070349,-0.41732,0.23574,-0.16211,20.807,-0.014197,0.045606,-0.00014711,0.0033498,0.0015305,-11.522
-0.0037545,0.00014881,0.012564,0.66579,0.25964,-0.00020166,-0.00070435,-0.58849,0.064733,-0.34142,20.813,-0.014228,0.045604,-3.09E-05,0.0033511,0.0014944,-11.522
-0.0039422,0.00013738,0.01202,0.66542,0.25086,-6.44E-05,-0.00070402,-0.28289,0.37052,-0.044042,20.82,-0.014236,0.045602,9.21E-05,0.0033524,0.0014563,-11.522
-0.0041102,0.00012486,0.011466,0.66506,0.24196,9.82E-05,-0.00070244,0.20216,0.85575,0.43266,20.827,-0.014218,0.045602,0.00021847,0.0033535,0.0014164,-11.522
-0.0042581,0.00011175,0.010905,0.66469,0.23292,0.00027639,-0.00069959,-0.28934,0.36444,-0.067324,20.833,-0.014174,0.045604,0.00034556,0.0033545,0.0013749,-11.522
-0.0043866,9.85E-05,0.010338,0.66432,0.22369,0.00046391,-0.00069548,-0.56089,0.093087,-0.34754,20.84,-0.014105,0.045608,0.00046883,0.0033554,0.001332,-11.522
-0.0044979,8.54E-05,0.0097667,0.66395,0.21424,0.00065461,-0.00069013,0.28822,0.94239,0.49269,20.847,-0.014011,0.045613,0.00059145,0.0033562,0.0012879,-11.522
-0.0046025,7.24E-05,0.00919,0.66358,0.20396,0.00081128,-0.00068375,0.64715,1.3015,0.84192,20.853,-0.013896,0.045621,0.00067283,0.0033569,0.0012427,-11.522
-0.004711,5.84E-05,0.0086033,0.6632,0.19242,0.00078415,-0.00067682,0.26199,0.91659,0.44581,20.86,-0.01377,0.045629,0.00070435,0.0033574,0.0011965,-11.521
-0.0048326,4.20E-05,0.008001,0.66284,0.17967,0.00074531,-0.0006698,-0.18432,0.47052,-0.012645,20.867,-0.013641,0.045637,0.00069285,0.0033579,0.0011491,-11.521
-0.0049756,2.42E-05,0.0073778,0.66248,0.16586,0.00081874,-0.00066308,0.40588,1.061,0.56436,20.873,-0.013519,0.045644,0.00065093,0.0033581,0.0011003,-11.521
-0.0051451,6.66E-06,0.0067295,0.6621,0.15124,0.001007,-0.00065685,-0.25481,0.40057,-0.1103,20.88,-0.013406,0.045653,0.00059547,0.0033582,0.0010499,-11.521
-0.0053418,-9.32E-06,0.0060533,0.66171,0.13609,0.0012799,-0.00065118,-1.4101,-0.75441,-1.28,20.886,-0.013305,0.045665,0.00054304,0.0033581,0.00099775,-11.521
-0.005562,-2.28E-05,0.0053485,0.66132,0.12071,0.0016004,-0.00064595,-0.935,-0.27903,-0.81965,20.893,-0.013213,0.045679,0.00050898,0.0033579,0.00094344,-11.521
-0.005798,-3.31E-05,0.0046162,0.66091,0.10539,0.0019347,-0.00064091,-0.8848,-0.2285,-0.78402,20.9,-0.013124,0.045697,0.00050685,0.0033575,0.00088682,-11.521
-0.0060388,-4.03E-05,0.0038598,0.6605,0.090441,0.0022568,-0.00063566,0.038862,0.6955,0.12544,20.906,-0.013032,0.045718,0.00054766,0.0033571,0.00082778,-11.521
-0.0062709,-4.43E-05,0.0030844,0.6601,0.076112,0.0025301,-0.00062975,0.24424,0.90126,0.31727,20.913,-0.012927,0.045742,0.0006385,0.0033567,0.00076633,-11.521
-0.0064795,-4.54E-05,0.0022971,0.6597,0.062651,0.0026721,-0.00062265,0.023665,0.68107,0.084019,20.919,-0.012797,0.045768,0.00078412,0.0033562,0.00070264,-11.521
-0.0066483,-4.32E-05,0.0015066,0.65931,0.05028,0.0026583,-0.0006138,0.50574,1.1635,0.55451,20.926,-0.012631,0.045795,0.00098627,0.0033558,0.00063703,-11.521
-0.0067615,-3.76E-05,0.00072302,0.65893,0.039208,0.002511,-0.00060262,0.73913,1.3973,0.77762,20.933,-0.012418,0.045821,0.0012444,0.0033553,0.00056996,-11.521
-0.0068039,-2.89E-05,-4.20E-05,0.65856,0.029626,0.0022654,-0.00058858,-0.30847,0.35013,-0.2788,20.939,-0.012146,0.045845,0.0015559,0.003355,0.00050208,-11.521
-0.0067617,-1.74E-05,-0.00077589,0.65819,0.02173,0.0019551,-0.00057116,-0.13765,0.52132,-0.11514,20.946,-0.011805,0.045866,0.0019223,0.0033548,0.00043416,-11.521
-0.0066295,-3.61E-06,-0.0014661,0.65782,0.015284,0.0016052,-0.00054991,-0.1769,0.48238,-0.16015,20.952,-0.011385,0.045883,0.0023082,0.0033547,0.0003671,-11.521
-0.0064077,1.20E-05,-0.0021033,0.65745,0.0098076,0.0012336,-0.00052482,0.11843,0.77798,0.13034,20.959,-0.010885,0.045898,0.0026873,0.0033547,0.00030178,-11.521
-0.0061008,2.88E-05,-0.0026804,0.65708,0.0051467,0.00085295,-0.00049605,-0.13554,0.52422,-0.12771,20.965,-0.010309,0.045908,0.0030447,0.0033549,0.00023908,-11.521
